Date Published,Document Type,Measure,Drawing Number,Description,View 
Select this document,14 Sep 2021,Supporting Documents,,,STATEMENT OF SIGNIFICANCE & IMPACT,
Select this document,08 Dec 2021,Delegated Report,,,,
Select this document,08 Dec 2021,Decision,,,,
Select this document,30 Nov 2021,Correspondence,,,EOT CONFIRMATION AND AGENT COMMENTS,
Select this document,22 Oct 2021,Consultee Comment,,,PARISH COUNCIL,
Select this document,14 Sep 2021,Application Form,,,,
Select this document,14 Sep 2021,Drawing,,4112/01A,EXISTING AND PROPOSED PLANS & ELEVATIONS,
Select this document,09 Dec 2021,Decision,,,,
Select this document,09 Dec 2021,Delegated Report,,,,
Select this document,16 Nov 2021,Correspondence,,,EOT CONFIRMATION,
Select this document,17 Sep 2021,Application Form,,,,
Select this document,17 Sep 2021,Drawing,,1001_02,PROPOSED FLOOR PLAN & ELEVATIONS,
Select this document,17 Sep 2021,CIL,,,APPLICATION FORM,
Select this document,17 Sep 2021,Drawing,,1001_03,SITE LOCATION PLAN,
Select this document,17 Sep 2021,Drawing,,1001_01,EXISTING FLOOR PLAN & ELEVATIONS,
Select this document,17 Sep 2021,Drawing,,1001_04,EXISTING & PROPOSED BLOCK PLANS,
Select this document,17 Dec 2021,Delegated Report,,,,
Select this document,17 Dec 2021,Revised Drawing,,REV C,EXISTING-PROPOSED,
Select this document,17 Dec 2021,Revised Drawing,,REV B,BLOCK PLAN,
Select this document,17 Dec 2021,Decision,,,,
Select this document,15 Dec 2021,Revised Drawing,,REV A,BLOCK PLAN,
Select this document,14 Dec 2021,Revised Drawing,,REV B,EXISTING-PROPOSED,
Select this document,16 Nov 2021,Correspondence,,,EOT CONFIRMATION,
Select this document,13 Sep 2021,Drawing,,,SITE LOCATION PLAN,
Select this document,13 Sep 2021,Drawing,,,BLOCK PLAN,
Select this document,13 Sep 2021,CIL,,,CIL QUESTIONS,
Select this document,13 Sep 2021,Drawing,,20/1457/01 REV A,FLOOR PLANS AND ELEVATIONS,
Select this document,13 Sep 2021,Application Form,,,,
Select this document,20 Dec 2021,CIL,,,S-21-1495 - CIL MINOR DEVELOPMENT EXEMPTION,
Select this document,10 Dec 2021,Decision,,,,
Select this document,10 Dec 2021,Delegated Report,,,,
Select this document,03 Nov 2021,Consultee Comment,,,ENV HEALTH OFFICER COMMENTS,
Select this document,04 Oct 2021,Consultee Comment,,,HIGHWAYS,
Select this document,13 Sep 2021,Drawing,,21/1630/01 REV A,FLOOR PLANS AND ELEVATIONS,
Select this document,13 Sep 2021,Drawing,,,BLOCK PLAN,
Select this document,13 Sep 2021,CIL,,,CIL QUESTIONS,
Select this document,13 Sep 2021,Application Form,,,,
Select this document,13 Sep 2021,Drawing,,,SITE LOCATION PLAN,
Select this document,15 Dec 2021,Decision,,,,
Select this document,15 Dec 2021,Delegated Report,,,,
Select this document,17 Nov 2021,Correspondence,,,EOT CONFIRMATION,
Select this document,08 Oct 2021,Consultee Comment,,,HIGHWAYS,
Select this document,28 Sep 2021,Drawing,,,LEFT SIDE ELEVATION,
Select this document,28 Sep 2021,Drawing,,,PROPOSED FLOOR PLAN,
Select this document,28 Sep 2021,Drawing,,,FRONT ELEVATION,
Select this document,11 Sep 2021,Drawing,,,BLOCK PLAN OF THE SITE,
Select this document,11 Sep 2021,Application Form,,,,
Select this document,11 Sep 2021,Drawing,,,EXISTING FLOOR PLAN,
Select this document,11 Sep 2021,Drawing,,,THE LOCATION PLAN,
Select this document,01 Dec 2021,Decision,,,,
Select this document,01 Dec 2021,Delegated Report,,,,
Select this document,04 Nov 2021,Consultee Comment,,,PARISH COUNCIL,
Select this document,25 Oct 2021,Site Notice,,,,
Select this document,25 Oct 2021,Site Notice,,,,
Select this document,21 Oct 2021,Drawing,,T21/078CS05,BLOCK PLAN,
Select this document,09 Sep 2021,Drawing,,T21/078CS02 REV B,CMP SITE CABIN,
Select this document,09 Sep 2021,Drawing,,T21/078CS03 REV C,CMP SITE CABIN,
Select this document,09 Sep 2021,Drawing,,T21/078CS01 REV B,FULL PLANS,
Select this document,09 Sep 2021,Correspondence,,,PLANNING STATEMENT,
Select this document,09 Sep 2021,Correspondence,,,PLANNING APPLICATION FOR PROVISION OF TWO CONNECTED MODULAR BUILDINGS FOR USE AS,
Select this document,09 Sep 2021,Drawing,,,LOCATION PLAN,
Select this document,09 Sep 2021,Application Form,,,,
Select this document,15 Dec 2021,Decision,,,,
Select this document,15 Dec 2021,Delegated Report,,,,
Select this document,24 Nov 2021,Correspondence,,,EOT CONFIRMATION,
Select this document,11 Oct 2021,Consultee Comment,,,HIGHWAYS,
Select this document,17 Sep 2021,Drawing,,,EXISTING & PROPOSED SIGNAGE,
Select this document,09 Sep 2021,Drawing,,,SIGNAGE A-C,
Select this document,09 Sep 2021,Drawing,,,LOCATION PLANS,
Select this document,09 Sep 2021,Drawing,,,A3 PLANS,
Select this document,09 Sep 2021,Application Form,,,,
Select this document,13 Dec 2021,Decision,,,,
Select this document,13 Dec 2021,Delegated Report,,,,
Select this document,06 Dec 2021,Revised Drawing,,3.0,FLOOR PLANS,
Select this document,06 Dec 2021,Revised Drawing,,1.0,ELEVATIONS,
Select this document,06 Dec 2021,Revised Drawing,,2.0,FLOOR PLANS,
Select this document,29 Nov 2021,Revised Drawing,,2.0,FLOOR PLANS AND ELEVATIONS,
Select this document,29 Nov 2021,Revised Drawing,,1.0,ELEVATIONS,
Select this document,29 Nov 2021,Revised Drawing,,3.0,FLOOR PLANS,
Select this document,24 Nov 2021,Revised Drawing,,,DETAILED BLOCK PLAN,
Select this document,24 Nov 2021,Correspondence,,,EOT CONFIRMATION,
Select this document,24 Sep 2021,Application Form,,,,
Select this document,24 Sep 2021,CIL,,,APPLICATION FORM,
Select this document,24 Sep 2021,Drawing,,,SITE LOCATION PLAN,
Select this document,24 Sep 2021,Drawing,,2.0,EXISTING & PROPOSED FIRST FLOOR PLAN & FRONT ELEVATION,
Select this document,24 Sep 2021,Drawing,,3.0,EXISTING & PROPOSED GROUND FLOOR PLANS,
Select this document,24 Sep 2021,Drawing,,1.0,EXISTING & PROPOSED REAR & SIDE ELEVATIONS & BLOCK PLAN,
Select this document,15 Dec 2021,Correspondence,,,EOT CONFIRMATION,
Select this document,15 Dec 2021,Decision,,,,
Select this document,15 Dec 2021,Delegated Report,,,,
Select this document,25 Oct 2021,Consultee Comment,,,STRATTON ST MARGARET PARISH,
Select this document,04 Oct 2021,Public Comment,,,23 STRATTON ROAD STRATTON ST MARGARET,
Select this document,08 Sep 2021,Drawing,,,LOCATION PLAN,
Select this document,08 Sep 2021,Drawing,,2210/1,FULL PLANS,
Select this document,08 Sep 2021,CIL,,,APPLICATION FORM,
Select this document,08 Sep 2021,Application Form,,,,
Select this document,15 Dec 2021,Delegated Report,,,,
Select this document,15 Dec 2021,Decision,,,,
Select this document,16 Nov 2021,Correspondence,,,EOT CONFIRMATION,
Select this document,07 Oct 2021,Consultee Comment,,,ST ANDREWS PARISH,
Select this document,24 Sep 2021,Drawing,,,SITE LOCATION PLAN,
Select this document,24 Sep 2021,Drawing,,,BLOCK PLAN,
Select this document,16 Sep 2021,Drawing,,,FLOOR PLANS & ELEVATIONS,
Select this document,16 Sep 2021,Application Form,,,,
Select this document,10 Dec 2021,Decision,,,,
Select this document,10 Dec 2021,Delegated Report,,,,
Select this document,09 Dec 2021,Revised Drawing,,,EXISTING-PROPOSED LOFT,
Select this document,09 Dec 2021,Revised Drawing,,,EXISTING-PROPOSED,
Select this document,08 Dec 2021,Correspondence,,,EOT CONFIRMATION,
Select this document,16 Nov 2021,Correspondence,,,EOT CONFIRMATION,
Select this document,04 Nov 2021,Consultee Comment,,,PARISH COUNCIL,
Select this document,07 Sep 2021,Drawing,,21/1633/02 REV A,EXISTING & PROPOSED PLANS,
Select this document,07 Sep 2021,Drawing,,,SITE LOCATION PLAN,
Select this document,07 Sep 2021,Drawing,,,BLOCK PLAN,
Select this document,07 Sep 2021,CIL,,,APPLICATION FORM,
Select this document,07 Sep 2021,Application Form,,,,
Select this document,13 Dec 2021,Decision,,,,
Select this document,13 Dec 2021,Delegated Report,,,,
Select this document,16 Nov 2021,Correspondence,,,EOT CONFIRMATION,
Select this document,07 Oct 2021,Consultee Comment,,,HIGHWORTH PARISH,
Select this document,06 Sep 2021,Drawing,,,BLOCK PLAN,
Select this document,06 Sep 2021,CIL,,,APPLICATION FORM,
Select this document,06 Sep 2021,Application Form,,,,
Select this document,06 Sep 2021,Drawing,,21/1642/01 REV B,EXISTING & PROPOSED PLANS,
Select this document,06 Sep 2021,Drawing,,,LOCATION PLAN,
Select this document,03 Dec 2021,Decision,,,,
Select this document,04 Sep 2021,Drawing,,,SKETCH PLAN,
Select this document,04 Sep 2021,Application Form,,,,
Select this document,04 Sep 2021,Drawing,,,SKETCH PLAN,
Select this document,13 Dec 2021,Decision,,,,
Select this document,13 Dec 2021,Delegated Report,,,,
Select this document,16 Nov 2021,Correspondence,,,EOT CONFIRMATION,
Select this document,12 Nov 2021,Consultee Comment,,,STANTON FITZWARREN PARISH,
Select this document,11 Nov 2021,Photo,,,SITE NOTICE BEING DISPLAYED,
Select this document,19 Oct 2021,Consultee Comment,,,STANTON FITZWARREN PARISH,
Select this document,22 Sep 2021,Site Notice,,,,
Select this document,17 Sep 2021,Supporting Documents,,,ADVERT LIST -24/09/21,
Select this document,02 Sep 2021,Supporting Documents,,,DESIGN & HERITAGE STATEMENT,
Select this document,02 Sep 2021,Drawing,,TA-LOC-BLK-01,LOCATION & BLOCK PLANS,
Select this document,02 Sep 2021,Drawing,,TA-EX-FP-01,EXISTING GROUND FLOOR PLAN,
Select this document,02 Sep 2021,Drawing,,TA-EX-FP-02,EXISTING FIRST FLOOR PLAN,
Select this document,02 Sep 2021,Drawing,,TA-EX-EV-01,EXISTING ELEVATIONS,
Select this document,02 Sep 2021,Drawing,,TA-PR-FP-01,PROPOSED GROUND FLOOR PLAN,
Select this document,02 Sep 2021,Drawing,,TA-PR-FP-02,PROPOSED FIRST FLOOR PLAN,
Select this document,02 Sep 2021,Drawing,,TA-PR-EV-01,PROPOSED ELEVATIONS,
Select this document,02 Sep 2021,Application Form,,,,
Select this document,13 Dec 2021,Decision,,,,
Select this document,13 Dec 2021,Delegated Report,,,,
Select this document,16 Nov 2021,Correspondence,,,EOT CONFIRMATION,
Select this document,08 Nov 2021,Consultee Comment,,,CONSERVATION,
Select this document,29 Sep 2021,Revised Drawing,,,PLANS,
Select this document,15 Sep 2021,Supporting Documents,,,ADVERT LIST - 17.09.21,
Select this document,06 Sep 2021,CIL,,,APPLICATION FORM,
Select this document,06 Sep 2021,Supporting Documents,,,HERITAGE STATEMENT,
Select this document,06 Sep 2021,Drawing,,,SITE LOCATION PLAN,
Select this document,06 Sep 2021,Application Form,,,,
Select this document,06 Sep 2021,Drawing,,,BLOCK PLAN,
Select this document,06 Sep 2021,Drawing,,1.0,EXISTING & PROPOSED PLANS,
Select this document,09 Dec 2021,Delegated Report,,,,
Select this document,09 Dec 2021,Decision,,,,
Select this document,16 Nov 2021,Correspondence,,,EOT CONFIRMATION,
Select this document,05 Oct 2021,Consultee Comment,,,COVINGHAM PARISH,
Select this document,17 Sep 2021,Supporting Documents,,,NOTICE UNDER ARTICLE 6,
Select this document,17 Sep 2021,Drawing,,21/19,"EXISTING & PROPOSED PLANS, SECTIONS & ELEVATIONS",
Select this document,17 Sep 2021,Application Form,,,,
Select this document,17 Sep 2021,CIL,,,APPLICATION FORM,
Select this document,09 Dec 2021,Decision,,,,
Select this document,09 Dec 2021,Delegated Report,,,,
Select this document,08 Dec 2021,Revised Drawing,,,BLOCK PLAN,
Select this document,24 Nov 2021,Correspondence,,,EOT CONFIRMATION,
Select this document,20 Sep 2021,Application Form,,,,
Select this document,20 Sep 2021,Drawing,,,SITE LOCATION PLAN,
Select this document,20 Sep 2021,CIL,,,APPLICATION FORM,
Select this document,20 Sep 2021,Drawing,,21/098(I),PLANS & ELEVATIONS,
Select this document,20 Sep 2021,Drawing,,21/098(II),SECTIONS,
Select this document,17 Dec 2021,Decision,,,,
Select this document,17 Dec 2021,Delegated Report,,,,
Select this document,16 Dec 2021,Correspondence,,,AGREEMENT OF CONDITION,
Select this document,16 Dec 2021,Consultee Comment,,,WROUGHTON PARISH,
Select this document,15 Dec 2021,Revised Drawing,,REV A,PROPOSED SITE PLAN,
Select this document,15 Dec 2021,Consultee Comment,,,HIGHWAYS,
Select this document,15 Dec 2021,Correspondence,,,EOT CONFIRMATION,
Select this document,29 Nov 2021,Consultee Comment,,,HIGHWAYS,
Select this document,18 Nov 2021,Revised Drawing,,,EXISTING SITE PLAN,
Select this document,18 Nov 2021,Revised Drawing,,,PROPOSED SITE PLAN,
Select this document,02 Nov 2021,Revised Drawing,,,PROPOSED GATE,
Select this document,28 Oct 2021,Consultee Comment,,,HIGHWAYS,
Select this document,21 Oct 2021,Revised Drawing,,REV A,BLOCK PLAN,
Select this document,30 Sep 2021,Consultee Comment,,,WROUGHTON PARISH,
Select this document,06 Sep 2021,Application Form,,,,
Select this document,01 Sep 2021,Drawing,,21/1640/01 REV A,EXISTING & PROPOSED PLANS,
Select this document,01 Sep 2021,Drawing,,,SITE LOCATION PLAN,
Select this document,01 Sep 2021,Drawing,,21/1640/02 REV A,PROPOSED GARAGE,
Select this document,01 Sep 2021,Drawing,,,BLOCK PLAN,
Select this document,01 Sep 2021,CIL,,,APPLICATION FORM,
Select this document,15 Dec 2021,Decision,,,,
Select this document,15 Dec 2021,Delegated Report,,,,
Select this document,01 Dec 2021,Correspondence,,,AGENT TO OFFICER - CONSERVATION,
Select this document,25 Nov 2021,Correspondence,,,EOT CONFIRMATION,
Select this document,16 Nov 2021,Consultee Comment,,,CONSERVATION,
Select this document,06 Oct 2021,Site Notice,,,,
Select this document,24 Sep 2021,BackGround Papers,,,ADVERT LIST 01 OCT 2021,
Select this document,20 Sep 2021,Drawing,,1332-1,PORCH - EXISTING & PROPOSED LAYOUT,
Select this document,20 Sep 2021,Drawing,,1332-5,BLOCK PLAN,
Select this document,20 Sep 2021,Drawing,,1332-4,DOOR DETAIL,
Select this document,20 Sep 2021,Drawing,,1332-3,SIDE ELEVATION,
Select this document,20 Sep 2021,Drawing,,1332-2,FRONT ELEVATION,
Select this document,20 Sep 2021,Drawing,,1332-0,GROUND FLOOR PLAN AS EXISTING,
Select this document,31 Aug 2021,Supporting Documents,,,DESIGN & ACCESS STATEMENT,
Select this document,31 Aug 2021,Drawing,,,SITE LOCATION PLAN,
Select this document,31 Aug 2021,Supporting Documents,,,HERITAGE STATEMENT,
Select this document,31 Aug 2021,Application Form,,,,
Select this document,15 Dec 2021,Delegated Report,,,,
Select this document,15 Dec 2021,Decision,,,,
Select this document,01 Dec 2021,Correspondence,,,AGENT TO OFFICER - CONSERVATION,
Select this document,25 Nov 2021,Correspondence,,,EOT CONFIRMATION,
Select this document,16 Nov 2021,Consultee Comment,,,CONSERVATION,
Select this document,06 Oct 2021,Site Notice,,,,
Select this document,24 Sep 2021,BackGround Papers,,,ADVERT LIST 01 OCT 2021,
Select this document,20 Sep 2021,Drawing,,1332-1,PORCH - EXISTING & PROPOSED LAYOUT,
Select this document,20 Sep 2021,Drawing,,1332-5,BLOCK PLAN,
Select this document,20 Sep 2021,Drawing,,1332-3,SIDE ELEVATION,
Select this document,20 Sep 2021,Drawing,,1332-0,GROUND FLOOR PLAN AS EXISTING,
Select this document,20 Sep 2021,Drawing,,1332-4,DOOR DETAIL,
Select this document,20 Sep 2021,Drawing,,1332-2,FRONT ELEVATION,
Select this document,31 Aug 2021,Supporting Documents,,,DESIGN & ACCESS STATEMENT,
Select this document,31 Aug 2021,Drawing,,,SITE LOCATION PLAN,
Select this document,31 Aug 2021,Supporting Documents,,,HERITAGE STATEMENT,
Select this document,31 Aug 2021,Application Form,,,,
Select this document,01 Dec 2021,Decision,,,,
Select this document,01 Dec 2021,Delegated Report,,,,
Select this document,29 Nov 2021,Correspondence,,,EOT CONFIRMATION,
Select this document,16 Nov 2021,Correspondence,,,EOT CONFIRMATION,
Select this document,30 Aug 2021,Drawing,,4111/01A,PLANS & ELEVATIONS AS EXISTING,
Select this document,30 Aug 2021,Drawing,,4111/02A,PLANS & ELEVATIONS AS PROPOSED,
Select this document,30 Aug 2021,Application Form,,,,
Select this document,01 Dec 2021,Decision,,,,
Select this document,01 Dec 2021,Delegated Report,,,,
Select this document,24 Sep 2021,Consultee Comment,,,SOUTH MARSTON PARISH,
Select this document,21 Sep 2021,Correspondence,,,EOT CONFIRMATION,
Select this document,16 Sep 2021,Consultee Comment,,,PARISH COUNCIL,
Select this document,25 Aug 2021,Drawing,,001 02/06/2021 REV 1:1,FULL PLANS,
Select this document,25 Aug 2021,CIL,,,APPLICATION FORM,
Select this document,25 Aug 2021,Application Form,,,,
Select this document,01 Dec 2021,Decision,,,,
Select this document,01 Dec 2021,Delegated Report,,,,
Select this document,24 Nov 2021,Correspondence,,,EOT CONFIRMATION,
Select this document,20 Sep 2021,Correspondence,,,EOT CONFIRMATION,
Select this document,06 Sep 2021,Application Form,,,,
Select this document,06 Sep 2021,CIL,,,APPLICATION FORM,
Select this document,06 Sep 2021,Drawing,,,SITE LOCATION PLAN,
Select this document,06 Sep 2021,Drawing,,1.0,EXISTING & PROPOSED PLANS,
Select this document,17 Dec 2021,Decision,,,,
Select this document,17 Dec 2021,Delegated Report,,,,
Select this document,29 Nov 2021,Drawing,,,PARKING AND LANDSCAPING DETAILS LAYOUT,
Select this document,16 Sep 2021,Drawing,,2.0,EXISTING SITE PLAN,
Select this document,16 Sep 2021,Drawing,,4.0,FLOOR PLANS,
Select this document,16 Sep 2021,Drawing,,7.0,PROPOSED ELEVATIONS,
Select this document,16 Sep 2021,Drawing,,1.0,LOCATION PLAN,
Select this document,16 Sep 2021,Drawing,,3.0,PROPOSED SITE PLAN,
Select this document,16 Sep 2021,Drawing,,5.0,ROOF PLANS,
Select this document,16 Sep 2021,Drawing,,6.0,EXISTING ELEVATIONS,
Select this document,23 Aug 2021,CIL,,,APPLICATION FORM,
Select this document,23 Aug 2021,Application Form,,,,
Select this document,10 Dec 2021,Decision,,,,
Select this document,10 Dec 2021,Delegated Report,,,,
Select this document,08 Dec 2021,Consultee Comment,,,CONSERVATION,
Select this document,01 Dec 2021,Correspondence,,,AGENT TO OFFICER,
Select this document,01 Dec 2021,Revised Drawing,,REV A,"GARAGE FLOOR PLANS, ELEVATIONS & BLOCK PLAN",
Select this document,16 Nov 2021,Correspondence,,,EOT CONFIRMATION,
Select this document,21 Sep 2021,Photo,,,SITE NOTICE BEING DISPLAYED,
Select this document,15 Sep 2021,Supporting Documents,,,ADVERT LIST - 17.09.21,
Select this document,23 Aug 2021,Supporting Documents,,,AGENT ACCREDITATION CERTIFICATE,
Select this document,23 Aug 2021,Drawing,,Y20-118-3,LOCATION PLAN,
Select this document,23 Aug 2021,Drawing,,Y20-118-4,PROPOSED SITE PLAN,
Select this document,23 Aug 2021,Drawing,,Y20-118-1,SURVEY OF EXISTING,
Select this document,23 Aug 2021,Drawing,,Y20-118-5,EXISTING & PROPOSED PLANS & ELEVATIONS,
Select this document,23 Aug 2021,CIL,,,APPLICATION FORM,
Select this document,23 Aug 2021,Application Form,,,,
Select this document,23 Aug 2021,Supporting Documents,,,DESIGN & ACCESS STATEMENT,
Select this document,09 Dec 2021,CIL,,,S-21-1397 - CIL LIABLE DEVELOPMENT,
Select this document,03 Dec 2021,Decision,,,,
Select this document,03 Dec 2021,Delegated Report,,,,
Select this document,05 Nov 2021,Consultee Comment,,,HIGHWAYS,
Select this document,29 Oct 2021,Consultee Comment,,,ENVIRONMENTAL HEALTH - RESIDENTIAL,
Select this document,22 Oct 2021,Consultee Comment,,,DORSET AND WILTS FIRE AND RESCUE,
Select this document,21 Aug 2021,Drawing,,21 353 01 REV B,SITE LOCATION AND BLOCK PLANS,
